video,duration
00544,218000
00545,211000
00546,262000
00547,249000
00548,216000
00549,185000
00550,610000
00551,451000
00552,320000
00553,183000
00554,180000
00555,443000
00556,545000
00557,425000
00558,762000
00559,185000
00560,197000
00561,304000
00562,185000
00563,291000
00564,218000
00565,1722000
00566,628000
00567,440000
00568,260000
00569,215000
00570,417000
00571,849000
00572,204000
00573,306000
00574,180000
00575,1269000
00576,182000
00577,694000
00578,290000
00579,414000
00580,392000
00581,206000
00582,252000
00583,646000
00584,280000
00585,1088000
00586,448000
00587,370000
00588,210000
00589,496000
00590,185000
00591,304000
00592,385000
00593,579000
00594,222000
00595,478000
00596,180000
00597,896000
00598,2112000
00599,240000
00600,223000
00601,318000
00602,559000
00603,180000
00604,191000
00605,652000
00606,835000
00607,536000
00608,1710000
00609,186000
00610,181000
00611,265000
00612,182000
00613,364000
00614,207000
00615,449000
00616,382000
00617,266000
00618,356000
00619,283000
00620,195000
00621,244000
00622,219000
00623,799000
00624,213000
00625,197000
00626,217000
00627,438000
00628,332000
00629,248000
00630,246000
00631,323000
00632,541000
00633,428000
00634,756000
00635,296000
00636,272000
00637,593000
00638,215000
00639,240000
00640,329000
00641,237000
00642,261000
00643,628000
00644,332000
00645,844000
00646,414000
00647,206000
00648,277000
00649,242000
00650,184000
00651,275000
00652,526000
00653,299000
00654,429000
00655,397000
00656,239000
00657,235000
00658,395000
00659,443000
00660,2294000
00661,481000
00662,266000
00663,1076000
00664,387000
00665,271000
00666,445000
00667,276000
00668,188000
00669,816000
00670,190000
00671,405000
00672,228000
00673,299000
00674,209000
00675,198000
00676,407000
00677,218000
00678,181000
00679,191000
00680,182000
00681,413000
00682,545000
00683,205000
00684,241000
00685,290000
00686,366000
00687,287000
00688,333000
00689,186000
00690,194000
00691,478000
00692,319000
00693,218000
00694,247000
00695,1041000
00696,210000
00697,250000
00698,1353000
00699,426000
00700,234000
00701,565000
00702,218000
00703,250000
00704,275000
00705,269000
00706,326000
00707,270000
00708,237000
00709,294000
00710,384000
00711,297000
00712,947000
00713,204000
00714,229000
00715,247000
00716,712000
00717,221000
00718,470000
00719,457000
00720,288000
00721,342000
00722,182000
00723,253000
00724,198000
00725,457000
00726,561000
00727,589000
00728,226000
00729,231000
00730,188000
00731,370000
00732,199000
00733,331000
00734,222000
00735,213000
00736,217000
00737,262000
00738,788000
00739,482000
00740,258000
00741,311000
00742,215000
00743,573000
00744,190000
00745,311000
00746,346000
00747,252000
00748,413000
00749,198000
00750,2260000
00751,604000
00752,628000
00753,271000
00754,223000
00755,570000
00756,489000
00757,333000
00758,204000
00759,209000
00760,285000
00761,324000
00762,272000
00763,185000
00764,186000
00765,204000
00766,383000
00767,180000
00768,203000
00769,308000
00770,293000
00771,189000
00772,223000
00773,206000
00774,207000
00775,317000
00776,218000
00777,426000
00778,222000
00779,247000
00780,714000
00781,215000
00782,188000
00783,243000
00784,509000
00785,312000
00786,253000
00787,482000
00788,271000
00789,212000
00790,238000
00791,248000
00792,1443000
00793,217000
00794,199000
00795,1352000
00796,255000
00797,349000
00798,248000
00799,285000
00800,970000
00801,199000
00802,195000
00803,299000
00804,747000
00805,320000
00806,542000
00807,1325000
00808,244000
00809,1535000
00810,190000
00811,1094000
00812,244000
00813,1993000
00814,184000
00815,1608000
00816,499000
00817,341000
00818,196000
00819,1606000
00820,198000
00821,240000
00822,275000
00823,980000
00824,1977000
00825,559000
00826,231000
00827,371000
00828,315000
00829,246000
00830,415000
00831,210000
00832,367000
00833,272000
00834,240000
00835,275000
00836,300000
00837,581000
00838,1694000
00839,235000
00840,197000
00841,547000
00842,1775000
00843,229000
00844,410000
00845,300000
00846,975000
00847,445000
00848,386000
00849,3452000
00850,202000
00851,214000
00852,196000
00853,206000
00854,313000
00855,254000
00856,257000
00857,256000
00858,186000
00859,199000
00860,199000
00861,1823000
00862,297000
00863,290000
00864,257000
00865,1135000
00866,366000
00867,481000
00868,356000
00869,183000
00870,209000
00871,205000
00872,202000
00873,445000
00874,312000
00875,247000
00876,214000
00877,301000
00878,576000
00879,220000
00880,183000
00881,838000
00882,285000
00883,204000
00884,310000
00885,1486000
00886,637000
00887,254000
00888,361000
00889,459000
00890,791000
00891,289000
00892,287000
00893,741000
00894,348000
00895,332000
00896,262000
00897,416000
00898,365000
00899,201000
00900,203000
00901,211000
00902,205000
00903,211000
00904,376000
00905,198000
00906,417000
00907,512000
00908,198000
00909,436000
00910,1404000
00911,208000
00912,483000
00913,267000
00914,226000
00915,273000
00916,405000
00917,282000
00918,1635000
00919,249000
00920,246000
00921,183000
00922,186000
00923,185000
00924,240000
00925,443000
00926,1380000
00927,222000
00928,452000
00929,213000
00930,191000
00931,212000
00932,190000
00933,862000
00934,332000
00935,3538000
00936,308000
00937,248000
00938,471000
00939,363000
00940,398000
00941,187000
00942,609000
00943,383000
00944,368000
00945,211000
00946,200000
00947,503000
00948,1247000
00949,593000
00950,261000
00951,238000
00952,201000
00953,247000
00954,228000
00955,397000
00956,180000
00957,546000
00958,240000
00959,183000
00960,512000
00961,186000
00962,384000
00963,205000
00964,232000
00965,272000
00966,236000
00967,193000
00968,233000
00969,639000
00970,187000
00971,346000
00972,448000
00973,368000
00974,189000
00975,337000
00976,660000
00977,417000
00978,260000
00979,303000
00980,1390000
00981,265000
00982,377000
00983,253000
00984,245000
00985,220000
00986,193000
00987,205000
00988,188000
00989,187000
00990,641000
00991,392000
00992,1350000
00993,839000
00994,180000
00995,181000
00996,206000
00997,1351000
00998,227000
00999,711000
01000,188000
01001,210000
01002,223000
01003,196000
01004,211000
01005,182000
01006,230000
01007,522000
01008,439000
01009,260000
01010,414000
01011,277000
01012,214000
01013,256000
01014,221000
01015,220000
01016,186000
01017,326000
01018,905000
01019,348000
01020,599000
01021,302000
01022,297000
01023,307000
01024,187000
01025,1150000
01026,254000
01027,247000
01028,180000
01029,280000
01030,240000
01031,253000
01032,192000
01033,204000
01034,1718000
01035,443000
01036,198000
01037,605000
01038,460000
01039,206000
01040,431000
01041,243000
01042,211000
01043,265000
01044,398000
01045,266000
01046,262000
01047,415000
01048,624000
01049,313000
01050,511000
01051,192000
01052,892000
01053,208000
01054,220000
01055,256000
01056,1292000
01057,209000
01058,248000
01059,259000
01060,190000
01061,223000
01062,190000
01063,507000
01064,432000
01065,701000
01066,3498000
01067,870000
01068,196000
01069,311000
01070,576000
01071,380000
01072,430000
01073,180000
01074,230000
01075,2367000
01076,309000
01077,209000
01078,510000
01079,244000
01080,205000
01081,442000
01082,507000
01083,2425000
01084,394000
01085,184000
01086,244000
01087,216000
01088,220000
01089,2774000
01090,2060000
01091,543000
01092,367000
01093,218000
01094,374000
01095,180000
01096,3099000
01097,269000
01098,224000
01099,211000
01100,895000
01101,210000
01102,213000
01103,271000
01104,221000
01105,187000
01106,2026000
01107,651000
01108,203000
01109,383000
01110,223000
01111,353000
01112,308000
01113,1569000
01114,479000
01115,1200000
01116,384000
01117,276000
01118,480000
01119,414000
01120,182000
01121,215000
01122,199000
01123,321000
01124,220000
01125,248000
01126,224000
01127,214000
01128,249000
01129,432000
01130,3595000
01131,271000
01132,204000
01133,1095000
01134,2047000
01135,267000
01136,264000
01137,600000
01138,1392000
01139,505000
01140,218000
01141,213000
01142,455000
01143,594000
01144,584000
01145,376000
01146,211000
01147,310000
01148,721000
01149,447000
01150,1720000
01151,239000
01152,211000
01153,306000
01154,334000
01155,191000
01156,252000
01157,219000
01158,3039000
01159,267000
01160,865000
01161,201000
01162,970000
01163,399000
01164,193000
01165,234000
01166,581000
01167,487000
01168,209000
01169,241000
01170,196000
01171,352000
01172,534000
01173,189000
01174,899000
01175,348000
01176,195000
01177,198000
01178,276000
01179,212000
01180,277000
01181,305000
01182,543000
01183,589000
01184,335000
01185,427000
01186,2108000
01187,1003000
01188,251000
01189,201000
01190,292000
01191,371000
01192,524000
01193,1057000
01194,202000
01195,393000
01196,220000
01197,237000
01198,426000
01199,421000
01200,563000
01201,290000
01202,193000
01203,189000
01204,255000
01205,182000
01206,270000
01207,270000
01208,2354000
01209,387000
01210,375000
01211,282000
01212,455000
01213,214000
01214,240000
01215,264000
01216,242000
01217,677000
01218,216000
01219,514000
01220,380000
01221,303000
01222,1767000
01223,239000
01224,450000
01225,199000
01226,1780000
01227,375000
01228,547000
01229,217000
01230,255000
01231,472000
01232,196000
01233,237000
01234,390000
01235,354000
01236,203000
01237,1150000
01238,380000
01239,479000
01240,234000
01241,250000
01242,287000
01243,2121000
01244,311000
01245,212000
01246,1620000
01247,592000
01248,230000
01249,275000
01250,375000
01251,239000
01252,1171000
01253,296000
01254,293000
01255,354000
01256,314000
01257,247000
01258,210000
01259,219000
01260,1255000
01261,296000
01262,332000
01263,241000
01264,197000
01265,285000
01266,188000
01267,269000
01268,650000
01269,192000
01270,315000
01271,253000
01272,391000
01273,180000
01274,221000
01275,248000
01276,458000
01277,316000
01278,377000
01279,254000
01280,1017000
01281,252000
01282,224000
01283,374000
01284,226000
01285,229000
01286,435000
01287,219000
01288,1841000
01289,316000
01290,1192000
01291,324000
01292,389000
01293,347000
01294,270000
01295,478000
01296,212000
01297,307000
01298,260000
01299,250000
01300,210000
01301,987000
01302,317000
01303,2246000
01304,332000
01305,618000
01306,600000
01307,208000
01308,1303000
01309,322000
01310,192000
01311,184000
01312,192000
01313,201000
01314,438000
01315,1687000
01316,194000
01317,416000
01318,3495000
01319,2393000
01320,239000
01321,184000
01322,302000
01323,317000
01324,256000
01325,260000
01326,535000
01327,208000
01328,202000
01329,198000
01330,300000
01331,759000
01332,193000
01333,195000
01334,316000
01335,208000
01336,233000
01337,215000
01338,295000
01339,305000
01340,843000
01341,639000
01342,319000
01343,321000
01344,223000
01345,395000
01346,276000
01347,245000
01348,592000
01349,190000
01350,629000
01351,450000
01352,276000
01353,241000
01354,217000
01355,231000
01356,200000
01357,271000
01358,765000
01359,204000
01360,200000
01361,204000
01362,463000
01363,251000
01364,312000
01365,201000
01366,414000
01367,357000
01368,232000
01369,214000
01370,595000
01371,212000
01372,352000
01373,606000
01374,186000
01375,182000
01376,250000
01377,199000
01378,301000
01379,584000
01380,680000
01381,278000
01382,399000
01383,517000
01384,260000
01385,415000
01386,455000
01387,190000
01388,286000
01389,288000
01390,425000
01391,198000
01392,327000
01393,194000
01394,390000
01395,316000
01396,212000
01397,280000
01398,196000
01399,181000
01400,591000
01401,2623000
01402,510000
01403,230000
01404,568000
01405,347000
01406,348000
01407,492000
01408,328000
01409,210000
01410,350000
01411,1841000
01412,566000
01413,584000
01414,261000
01415,749000
01416,215000
01417,192000
01418,278000
01419,319000
01420,277000
01421,518000
01422,192000
01423,205000
01424,311000
01425,338000
01426,241000
01427,196000
01428,194000
01429,413000
01430,299000
01431,245000
01432,464000
01433,494000
01434,287000
01435,811000
01436,250000
01437,251000
01438,279000
01439,598000
01440,304000
01441,268000
01442,198000
01443,234000
01444,275000
01445,647000
01446,322000
01447,438000
01448,303000
01449,210000
01450,356000
01451,1298000
01452,300000
01453,393000
01454,863000
01455,1491000
01456,447000
01457,339000
01458,242000
01459,237000
01460,194000
01461,210000
01462,210000
01463,1487000
01464,1634000
01465,421000
01466,180000
01467,218000
01468,1391000
01469,863000
01470,282000
01471,567000
01472,2089000
01473,368000
01474,266000
01475,235000
01476,271000
01477,284000
01478,343000
01479,651000
01480,661000
01481,331000
01482,237000
01483,604000
01484,227000
01485,260000
01486,2122000
01487,815000
01488,189000
01489,457000
01490,478000
01491,924000
01492,1433000
01493,261000
01494,181000
01495,515000
01496,310000
01497,425000
01498,256000
01499,236000
01500,1093000
01501,194000
01502,180000
01503,272000
01504,378000
01505,363000
01506,603000
01507,468000
01508,227000
01509,1107000
01510,341000
01511,307000
01512,599000
01513,930000
01514,806000
01515,181000
01516,763000
01517,1061000
01518,286000
01519,428000
01520,204000
01521,295000
01522,365000
01523,248000
01524,529000
01525,186000
01526,247000
01527,200000
01528,233000
01529,202000
01530,668000
01531,197000
01532,232000
01533,779000
01534,248000
01535,792000
01536,271000
01537,300000
01538,571000
01539,234000
01540,232000
01541,302000
01542,193000
01543,511000
01544,291000
01545,3405000
01546,276000
01547,210000
01548,2171000
01549,245000
01550,221000
01551,288000
01552,283000
01553,438000
01554,201000
01555,281000
01556,215000
01557,335000
01558,287000
01559,745000
01560,249000
01561,1839000
01562,274000
01563,202000
01564,300000
01565,334000
01566,280000
01567,609000
01568,276000
01569,515000
01570,304000
01571,1595000
01572,512000
01573,222000
01574,477000
01575,365000
01576,525000
01577,211000
01578,306000
01579,265000
01580,370000
01581,436000
01582,956000
01583,244000
01584,712000
01585,655000
01586,216000
01587,181000
01588,196000
01589,620000
01590,236000
01591,904000
01592,471000
01593,235000
01594,223000
01595,214000
01596,224000
01597,250000
01598,500000
01599,200000
01600,1874000
01601,504000
01602,2430000
01603,197000
01604,205000
01605,194000
01606,235000
01607,581000
01608,412000
01609,352000
01610,501000
01611,294000
01612,189000
01613,922000
01614,262000
01615,264000
01616,1289000
01617,622000
01618,539000
01619,212000
01620,254000
01621,728000
01622,410000
01623,185000
01624,423000
01625,1481000
01626,542000
01627,418000
01628,304000
01629,509000
01630,280000
01631,581000
01632,276000
01633,220000
01634,214000
01635,391000
01636,220000
01637,196000
01638,236000
01639,501000
01640,264000
01641,572000
01642,282000
01643,315000
01644,228000
01645,212000
01646,318000
01647,301000
01648,356000
01649,577000
01650,222000
01651,659000
01652,267000
01653,231000
01654,321000
01655,432000
01656,662000
01657,3496000
01658,238000
01659,525000
01660,337000
01661,610000
01662,411000
01663,218000
01664,190000
01665,346000
01666,802000
01667,252000
01668,268000
01669,414000
01670,221000
01671,190000
01672,327000
01673,616000
01674,752000
01675,782000
01676,256000
01677,697000
01678,631000
01679,245000
01680,377000
01681,1317000
01682,414000
01683,188000
01684,416000
01685,198000
01686,1107000
01687,308000
01688,970000
01689,241000
01690,209000
01691,892000
01692,1003000
01693,324000
01694,384000
01695,716000
01696,251000
01697,305000
01698,290000
01699,1455000
01700,321000
01701,275000
01702,344000
01703,229000
01704,221000
01705,253000
01706,280000
01707,269000
01708,302000
01709,381000
01710,251000
01711,1437000
01712,374000
01713,445000
01714,652000
01715,310000
01716,360000
01717,363000
01718,452000
01719,300000
01720,231000
01721,927000
01722,231000
01723,272000
01724,252000
01725,768000
01726,317000
01727,1482000
01728,331000
01729,426000
01730,214000
01731,1418000
01732,189000
01733,997000
01734,301000
01735,193000
01736,209000
01737,802000
01738,498000
01739,212000
01740,427000
01741,190000
01742,201000
01743,668000
01744,300000
01745,597000
01746,577000
01747,212000
01748,287000
01749,180000
01750,205000
01751,400000
01752,257000
01753,385000
01754,620000
01755,325000
01756,328000
01757,301000
01758,209000
01759,269000
01760,284000
01761,221000
01762,227000
01763,214000
01764,215000
01765,276000
01766,349000
01767,263000
01768,622000
01769,332000
01770,252000
01771,371000
01772,353000
01773,292000
01774,300000
01775,276000
01776,250000
01777,510000
01778,717000
01779,190000
01780,290000
01781,656000
01782,205000
01783,589000
01784,220000
01785,230000
01786,200000
01787,570000
01788,284000
01789,1712000
01790,1848000
01791,262000
01792,252000
01793,343000
01794,216000
01795,208000
01796,1767000
01797,204000
01798,526000
01799,3406000
01800,227000
01801,298000
01802,413000
01803,261000
01804,191000
01805,194000
01806,280000
01807,591000
01808,301000
01809,287000
01810,192000
01811,371000
01812,2686000
01813,316000
01814,1757000
01815,208000
01816,220000
01817,381000
01818,259000
01819,208000
01820,328000
01821,491000
01822,323000
01823,366000
01824,436000
01825,280000
01826,252000
01827,353000
01828,571000
01829,248000
01830,363000
01831,530000
01832,1388000
01833,200000
01834,421000
01835,275000
01836,200000
01837,291000
01838,500000
01839,344000
01840,231000
01841,219000
01842,565000
01843,302000
01844,725000
01845,270000
01846,339000
01847,1672000
01848,399000
01849,636000
01850,314000
01851,398000
01852,1949000
01853,356000
01854,1942000
01855,195000
01856,265000
01857,220000
01858,264000
01859,338000
01860,657000
01861,513000
01862,2670000
01863,202000
01864,181000
01865,507000
01866,406000
01867,208000
01868,181000
01869,1522000
01870,276000
01871,247000
01872,263000
01873,334000
01874,312000
01875,254000
01876,1224000
01877,208000
01878,190000
01879,356000
01880,290000
01881,306000
01882,1584000
01883,435000
01884,352000
01885,428000
01886,180000
01887,435000
01888,399000
01889,367000
01890,2008000
01891,637000
01892,1592000
01893,283000
01894,427000
01895,483000
01896,796000
01897,483000
01898,281000
01899,509000
01900,691000
01901,197000
01902,197000
01903,799000
01904,222000
01905,654000
01906,197000
01907,318000
01908,563000
01909,1188000
01910,189000
01911,187000
01912,229000
01913,180000
01914,250000
01915,611000
01916,507000
01917,208000
01918,269000
01919,529000
01920,1302000
01921,251000
01922,211000
01923,190000
01924,1001000
01925,184000
01926,338000
01927,222000
01928,263000
01929,399000
01930,189000
01931,390000
01932,241000
01933,535000
01934,310000
01935,197000
01936,219000
01937,197000
01938,277000
01939,574000
01940,571000
01941,560000
01942,320000
01943,242000
01944,310000
01945,1063000
01946,237000
01947,220000
01948,293000
01949,312000
01950,275000
01951,537000
01952,361000
01953,1512000
01954,428000
01955,983000
01956,263000
01957,183000
01958,459000
01959,271000
01960,233000
01961,343000
01962,800000
01963,182000
01964,300000
01965,184000
01966,184000
01967,196000
01968,1149000
01969,379000
01970,408000
01971,458000
01972,954000
01973,1056000
01974,374000
01975,648000
01976,343000
01977,218000
01978,678000
01979,301000
01980,405000
01981,191000
01982,231000
01983,239000
01984,591000
01985,1211000
01986,608000
01987,233000
01988,206000
01989,189000
01990,1458000
01991,260000
01992,716000
01993,469000
01994,421000
01995,353000
01996,230000
01997,236000
01998,218000
01999,798000
02000,236000
02001,511000
02002,321000
02003,648000
02004,254000
02005,268000
02006,491000
02007,1870000
02008,204000
02009,222000
02010,254000
02011,511000
02012,263000
02013,414000
02014,1263000
02015,218000
02016,183000
02017,337000
02018,287000
02019,529000
02020,355000
02021,191000
02022,342000
02023,219000
02024,619000
02025,216000
02026,652000
02027,836000
02028,237000
02029,250000
02030,1762000
02031,300000
02032,198000
02033,1352000
02034,252000
02035,218000
02036,265000
02037,203000
02038,274000
02039,225000
02040,1282000
02041,1338000
02042,334000
02043,193000
02044,268000
02045,208000
02046,231000
02047,820000
02048,322000
02049,357000
02050,501000
02051,219000
02052,289000
02053,433000
02054,241000
02055,291000
02056,392000
02057,193000
02058,876000
02059,367000
02060,531000
02061,237000
02062,247000
02063,499000
02064,231000
02065,275000
02066,233000
02067,191000
02068,670000
02069,316000
02070,619000
02071,205000
02072,3032000
02073,350000
02074,3552000
02075,214000
02076,282000
02077,373000
02078,899000
02079,276000
02080,430000
02081,299000
02082,195000
02083,408000
02084,262000
02085,2581000
02086,673000
02087,213000
02088,447000
02089,274000
02090,1446000
02091,525000
02092,238000
02093,239000
02094,210000
02095,563000
02096,294000
02097,2962000
02098,230000
02099,242000
02100,639000
02101,337000
02102,642000
02103,353000
02104,251000
02105,197000
02106,196000
02107,283000
02108,184000
02109,407000
02110,285000
02111,180000
02112,217000
02113,314000
02114,200000
02115,420000
02116,361000
02117,2799000
02118,248000
02119,229000
02120,215000
02121,197000
02122,743000
02123,251000
02124,216000
02125,205000
02126,279000
02127,825000
02128,187000
02129,439000
02130,214000
02131,198000
02132,373000
02133,288000
02134,226000
02135,210000
02136,339000
02137,270000
02138,925000
02139,791000
02140,259000
02141,501000
02142,393000
02143,311000
02144,299000
02145,679000
02146,383000
02147,180000
02148,212000
02149,486000
02150,397000
02151,263000
02152,510000
02153,269000
02154,457000
02155,287000
02156,279000
02157,200000
02158,206000
02159,251000
02160,329000
02161,284000
02162,251000
02163,1306000
02164,396000
02165,181000
02166,274000
02167,415000
02168,448000
02169,560000
02170,651000
02171,204000
02172,388000
02173,571000
02174,184000
02175,186000
02176,269000
02177,1218000
02178,182000
02179,226000
02180,224000
02181,391000
02182,745000
02183,336000
02184,205000
02185,567000
02186,330000
02187,695000
02188,226000
02189,313000
02190,391000
02191,1858000
02192,315000
02193,926000
02194,1128000
02195,364000
02196,236000
02197,546000
02198,198000
02199,746000
02200,885000
02201,191000
02202,391000
02203,318000
02204,189000
02205,180000
02206,272000
02207,313000
02208,1007000
02209,225000
02210,180000
02211,408000
02212,449000
02213,347000
02214,1429000
02215,254000
02216,2584000
02217,180000
02218,3303000
02219,208000
02220,180000
02221,999000
02222,313000
02223,210000
02224,205000
02225,200000
02226,223000
02227,709000
02228,304000
02229,239000
02230,393000
02231,302000
02232,1238000
02233,213000
02234,673000
02235,191000
02236,240000
02237,718000
02238,269000
02239,207000
02240,223000
02241,560000
02242,237000
02243,312000
02244,250000
02245,288000
02246,331000
02247,233000
02248,274000
02249,230000
02250,2658000
02251,255000
02252,233000
02253,1710000
02254,306000
02255,383000
02256,190000
02257,502000
02258,186000
02259,239000
02260,541000
02261,1211000
02262,205000
02263,211000
02264,388000
02265,218000
02266,264000
02267,215000
02268,375000
02269,1174000
02270,256000
02271,234000
02272,385000
02273,276000
02274,288000
02275,386000
02276,235000
02277,1350000
02278,695000
02279,425000
02280,1166000
02281,358000
02282,206000
02283,508000
02284,184000
02285,335000
02286,212000
02287,314000
02288,372000
02289,408000
02290,277000
02291,339000
02292,299000
02293,190000
02294,3300000
02295,200000
02296,499000
02297,629000
02298,536000
