17267	{"ENGLISH":0.7710986547085201,"ITALIAN":0.06838565022421525,"FRENCH":0.005605381165919282,"GANDA":0.0257847533632287,"NONE":0.12912556053811658}
17268	{"TSWANA":0.034482758620689655,"NONE":0.9655172413793104}
17269	{"SPANISH":0.9852892561983471,"PORTUGUESE":0.008264462809917356,"ITALIAN":0.00885478158205431,"NONE":-0.002408500590318772}
17270	{"BULGARIAN":0.03710526315789474,"RUSSIAN":0.6568421052631579,"MACEDONIAN":0.11421052631578947,"BELARUSIAN":0.015526315789473685,"MONGOLIAN":0.006666666666666667,"SERBIAN":0.022280701754385963,"ENGLISH":0.029649122807017543,"WELSH":0.0017543859649122807,"UKRAINIAN":0.004210526315789474,"ITALIAN":0.032105263157894734,"NONE":0.07964912280701754}
17271	{"FRENCH":0.94171875,"SOTHO":0.00625,"LATIN":0.009375,"ROMANIAN":0.00625,"XHOSA":0.015625,"NONE":0.02078125}
17272	{"ENGLISH":0.972410986775178,"TSWANA":0.001017293997965412,"SOTHO":0.001017293997965412,"TSONGA":0.001017293997965412,"FINNISH":0.001017293997965412,"LATIN":0.001017293997965412,"SHONA":0.003051881993896236,"FRENCH":0.004577822990844354,"SWAHILI":0.0017904374364191252,"ITALIAN":0.002034587995930824,"AFRIKAANS":0.0021973550356052898,"TAGALOG":0.001017293997965412,"SOMALI":0.0015055951169888097,"NONE":0.006327568667344863}
17273	{"GEORGIAN":0.0911854103343465,"CANADIAN_ABORIGINAL":0.0911854103343465,"LATVIAN":0.008024316109422492,"TSONGA":0.004498480243161095,"SINHALA":0.06018237082066869,"CATALAN":0.019756838905775075,"ENGLISH":0.2231003039513678,"TSWANA":0.004559270516717325,"UKRAINIAN":0.0911854103343465,"TIBETAN":0.012462006079027355,"NONE":0.39386018237082066}
17274	{"IRISH":0.021032504780114723,"ENGLISH":0.6375525812619502,"MAORI":0.0057361376673040155,"SWAHILI":0.0019120458891013384,"DUTCH":0.013537284894837477,"ITALIAN":0.0076481835564053535,"SOMALI":0.0038240917782026767,"PORTUGUESE":0.015296367112810707,"SOTHO":0.0076481835564053535,"GERMAN":0.0038240917782026767,"TSWANA":0.0038240917782026767,"WELSH":0.0038240917782026767,"GANDA":0.0038240917782026767,"NONE":0.2705162523900574}
17275	{"NONE":1.0}
17276	{"ENGLISH":0.9975,"NONE":0.0025}
17277	{"GEORGIAN":0.02054869684499314,"LATIN":0.08737997256515775,"KOREAN":0.003978052126200274,"KHMER":0.007325102880658436,"ENGLISH":0.16526748971193417,"DUTCH":0.0027434842249657062,"TSWANA":0.006858710562414266,"FRENCH":0.056241426611796985,"ICELANDIC":0.024691358024691357,"NONE":0.624965706447188}
17278	{"ENGLISH":0.8024691358024691,"ITALIAN":0.006748971193415638,"ESTONIAN":0.06584362139917696,"NONE":0.12493827160493827}
17279	{"ENGLISH":0.8983294663573086,"GERMAN":0.012900232018561485,"NONE":0.08877030162412992}
17280	{"ENGLISH":0.9312237330037083,"TSWANA":0.006007416563658838,"NONE":0.06276885043263288}
17281	{"KHMER":0.029713024282560705,"AZERBAIJANI":0.021898454746136865,"LATIN":0.11655629139072848,"MUSIC":0.019867549668874173,"KOREAN":0.004415011037527594,"RUSSIAN":0.014790286975717439,"NONE":0.7927593818984547}
17282	{"NONE":1.0}
17283	{"TSWANA":0.10694980694980695,"GREEK":0.007644787644787644,"YORUBA":0.11583011583011583,"NONE":0.7695752895752895}
17284	{"ENGLISH":0.9002758620689655,"SOTHO":0.07241379310344828,"NONE":0.027310344827586208}
17285	{"ENGLISH":0.7872164948453608,"NYNORSK":0.030652920962199313,"NONE":0.18213058419243985}
17286	{"ENGLISH":0.9227792915531335,"TSWANA":0.0027247956403269754,"GERMAN":0.010354223433242507,"YORUBA":0.006539509536784741,"MAORI":0.0027247956403269754,"FRENCH":0.0027247956403269754,"NONE":0.05215258855585831}
17287	{"SINHALA":0.9243697478991597,"NONE":0.07563025210084033}
17288	{"FRENCH":0.22707889125799574,"YORUBA":0.0021321961620469083,"ESPERANTO":0.0021321961620469083,"LATIN":0.0021321961620469083,"TSWANA":0.0031982942430703624,"CATALAN":0.0031982942430703624,"SOTHO":0.0021321961620469083,"ITALIAN":0.6801705756929638,"NONE":0.07782515991471216}
17289	{"NONE":1.0}
17290	{"SOTHO":0.013315649867374005,"ENGLISH":0.005305039787798408,"NONE":0.9813793103448276}
17291	{"NONE":1.0}
17292	{"ENGLISH":0.13630434782608697,"AFRIKAANS":0.4492753623188406,"NONE":0.41442028985507245}
17293	{"ENGLISH":0.8954983922829582,"NONE":0.1045016077170418}
17294	{"ENGLISH":0.33088235294117646,"TAGALOG":0.007352941176470588,"NONE":0.6617647058823529}
17295	{"ENGLISH":0.11788211788211789,"SOTHO":0.2087912087912088,"NONE":0.6733266733266733}
17296	{"ENGLISH":0.7656737588652482,"NONE":0.23432624113475178}
17297	{"ENGLISH":0.8785388127853881,"NONE":0.12146118721461187}
17298	{"MUSIC":0.3877551020408163,"SHONA":0.03306122448979592,"NONE":0.5791836734693877}
17299	{"SOTHO":0.013493975903614458,"SPANISH":0.5609638554216867,"PORTUGUESE":0.020080321285140562,"ITALIAN":0.03614457831325301,"YORUBA":0.008032128514056224,"NONE":0.361285140562249}
17300	{"SPANISH":0.6231155778894473,"NONE":0.3768844221105528}
17301	{"SPANISH":0.8702702702702703,"NONE":0.12972972972972974}
17302	{"ENGLISH":0.1717948717948718,"MUSIC":0.06153846153846154,"NONE":0.7666666666666667}
17303	{"ENGLISH":0.07988165680473373,"NONE":0.9201183431952663}
17304	{"ENGLISH":0.789598108747045,"FRENCH":0.002364066193853428,"SOMALI":0.004728132387706856,"TSWANA":0.004728132387706856,"YORUBA":0.0070921985815602835,"NONE":0.19148936170212766}
17305	{"NONE":1.0}
17306	{"NONE":1.0}
17307	{"NONE":1.0}
17308	{"ENGLISH":0.8727598566308243,"NONE":0.12724014336917563}
17309	{"ENGLISH":0.7814207650273224,"NONE":0.2185792349726776}
17310	{"SINHALA":0.39262745098039215,"BASQUE":0.013490196078431372,"FRENCH":0.11137254901960784,"ESPERANTO":0.00784313725490196,"JAPANESE":0.00784313725490196,"TSWANA":0.006980392156862745,"MUSIC":0.11764705882352941,"NONE":0.34219607843137256}
17311	{"ENGLISH":0.8891625615763546,"NONE":0.11083743842364532}
17312	{"ENGLISH":0.9338235294117647,"NONE":0.0661764705882353}
17313	{"NONE":1.0}
17314	{"SHONA":0.0665176076020123,"SWAHILI":0.03409726103968697,"ESTONIAN":0.003353828954723309,"TAGALOG":0.0072666294019005035,"TSONGA":0.003353828954723309,"MALAY":0.010061486864169928,"INDONESIAN":0.010620458356623811,"CROATIAN":0.003353828954723309,"NONE":0.8613750698714365}
17315	{"PORTUGUESE":0.9745656192236599,"ITALIAN":0.023364140480591496,"SPANISH":0.0018484288354898336,"NONE":2.2181146025878004E-4}
17316	{"TELUGU":0.19543973941368079,"LATVIAN":0.006514657980456026,"SINHALA":0.09771986970684039,"MUSIC":0.06514657980456026,"NONE":0.6351791530944625}
17317	{"CROATIAN":0.009345794392523364,"SPANISH":0.6588785046728972,"HUNGARIAN":0.03271028037383177,"ICELANDIC":0.014018691588785047,"CATALAN":0.028037383177570093,"SHONA":0.014018691588785047,"ENGLISH":0.02336448598130841,"FRENCH":0.12149532710280374,"NONE":0.09813084112149532}
17318	{"NONE":1.0}
17319	{"ENGLISH":0.6236666666666667,"CZECH":0.011111111111111112,"TSWANA":0.03333333333333333,"NONE":0.3318888888888889}
17320	{"KOREAN":0.13574660633484162,"LATIN":0.04877828054298643,"NONE":0.8154751131221719}
17321	{"ENGLISH":1.0556603773584905,"DANISH":0.0047169811320754715,"ITALIAN":0.0047169811320754715,"SOTHO":0.0047169811320754715,"NONE":-0.06981132075471698}
17322	{"ENGLISH":0.8015217391304348,"LATIN":0.06123188405797102,"NONE":0.1372463768115942}
17323	{"FRENCH":0.49516129032258066,"LATVIAN":0.005376344086021506,"DUTCH":0.008602150537634409,"XHOSA":0.008602150537634409,"LATIN":0.010752688172043012,"ENGLISH":0.005376344086021506,"ROMANIAN":0.010752688172043012,"TAGALOG":0.005376344086021506,"NONE":0.45}
17324	{"ENGLISH":1.009462365591398,"NONE":-0.00946236559139785}
17325	{"ENGLISH":0.1310144927536232,"ARABIC":0.8436714975845411,"NONE":0.025314009661835748}
17326	{"ENGLISH":0.9379562043795621,"TSONGA":0.0072992700729927005,"NONE":0.05474452554744526}
17327	{"ENGLISH":0.35094017094017094,"NONE":0.6490598290598291}
17328	{"ENGLISH":0.7884249084249084,"CATALAN":0.0989010989010989,"NONE":0.11267399267399267}
17329	{"MAORI":0.011594202898550725,"ESPERANTO":0.08695652173913043,"SINHALA":0.3712463768115942,"NONE":0.5302028985507247}
17330	{"ENGLISH":0.8161209068010076,"NONE":0.18387909319899245}
17331	{"MUSIC":0.23300970873786409,"NONE":0.7669902912621359}
17332	{"ENGLISH":0.5882872928176796,"SPANISH":0.26947513812154694,"LATIN":0.009668508287292817,"TSWANA":0.0027624309392265192,"ESTONIAN":0.0027624309392265192,"PORTUGUESE":0.0027624309392265192,"FRENCH":0.008287292817679558,"AFRIKAANS":0.0027624309392265192,"NONE":0.11323204419889503}
17333	{"NONE":1.0}
17334	{"GERMAN":0.10194174757281553,"SOTHO":0.014563106796116505,"ENGLISH":0.02912621359223301,"NONE":0.8543689320388349}
17335	{"ENGLISH":0.9751243781094527,"NONE":0.024875621890547265}
17336	{"NONE":1.0}
17337	{"NONE":1.0}
17338	{"ENGLISH":0.9775342465753425,"AFRIKAANS":0.005844748858447489,"FRENCH":0.017168949771689496,"POLISH":0.0045662100456621,"NONE":-0.0051141552511415524}
17339	{"ENGLISH":0.7385573770491803,"AFRIKAANS":0.006557377049180328,"MAORI":0.04590163934426229,"NONE":0.20898360655737705}
17340	{"ARABIC":0.7226666666666667,"ENGLISH":0.006666666666666667,"NONE":0.27066666666666667}
17341	{"NONE":1.0}
17342	{"ENGLISH":0.9873949579831933,"NONE":0.012605042016806723}
17343	{"ENGLISH":0.6968641114982579,"ALBANIAN":0.006968641114982578,"MAORI":0.006968641114982578,"TSWANA":0.006968641114982578,"ITALIAN":0.027874564459930314,"SOTHO":0.006968641114982578,"LATIN":0.006968641114982578,"AFRIKAANS":0.09059233449477352,"GERMAN":0.006968641114982578,"NONE":0.14285714285714285}
17344	{"TSONGA":0.0036363636363636364,"ENGLISH":0.6127272727272727,"LATIN":0.0036363636363636364,"ESTONIAN":0.0036363636363636364,"TSWANA":0.007272727272727273,"SPANISH":0.005454545454545455,"AFRIKAANS":0.012727272727272728,"NONE":0.3509090909090909}
17345	{"NONE":1.0}
17346	{"ENGLISH":0.9571806167400881,"ESPERANTO":0.009515418502202643,"CATALAN":0.004405286343612335,"NONE":0.028898678414096917}
17347	{"FRENCH":0.999922480620155,"CATALAN":0.001937984496124031,"NONE":-0.0018604651162790699}
17348	{"SINHALA":0.31746031746031744,"MALAYALAM":0.15873015873015872,"NONE":0.5238095238095238}
17349	{"DUTCH":0.8833976833976834,"GERMAN":0.0015444015444015444,"FRENCH":0.02328957528957529,"AFRIKAANS":0.021868725868725868,"SWEDISH":0.002501930501930502,"BOKMAL":9.575289575289575E-4,"ENGLISH":0.003521235521235521,"LATIN":0.0023166023166023165,"NONE":0.0606023166023166}
17350	{"ENGLISH":0.9662576687116564,"NONE":0.03374233128834356}
17351	{"MUSIC":0.028094820017559263,"KOREAN":0.02633889376646181,"SINHALA":0.2633889376646181,"GEORGIAN":0.02633889376646181,"KHMER":0.024582967515364356,"HUNGARIAN":0.02633889376646181,"LATIN":0.009640035118525021,"THAI":0.007023705004389816,"MYANMAR":0.01489025460930641,"ENGLISH":0.056189640035118525,"SOMALI":0.010535557506584723,"NONE":0.5066374012291484}
17352	{"SPANISH":0.9642857142857143,"PORTUGUESE":0.049107142857142856,"NONE":-0.013392857142857142}
17353	{"ENGLISH":0.2300469483568075,"NONE":0.7699530516431925}
17354	{"PORTUGUESE":1.0036305732484077,"NONE":-0.003630573248407643}
17355	{"ENGLISH":0.5106398537477148,"NONE":0.4893601462522852}
17356	{"SOMALI":0.03151219512195122,"NONE":0.9684878048780488}
17357	{"CHINESE":0.34328358208955223,"NONE":0.6567164179104478}
17358	{"FRENCH":1.0953846153846154,"NONE":-0.09538461538461539}
17359	{"SOMALI":0.04334293948126801,"ENGLISH":0.5648414985590778,"BOKMAL":0.023054755043227664,"NONE":0.3687608069164265}
17360	{"ENGLISH":0.9951327433628319,"TAGALOG":0.004424778761061947,"AFRIKAANS":0.0022123893805309734,"TSWANA":0.004424778761061947,"SOMALI":0.0022123893805309734,"CATALAN":0.0022123893805309734,"NONE":-0.010619469026548672}
17361	{"NONE":1.0}
17362	{"ENGLISH":0.5636923076923077,"YORUBA":0.01098901098901099,"NONE":0.42531868131868134}
17363	{"HINDI":0.7648725212464589,"MARATHI":0.09631728045325778,"NONE":0.1388101983002833}
17364	{"ENGLISH":0.2744226579520697,"MAORI":0.008017429193899783,"TSWANA":0.010631808278867103,"FRENCH":0.026143790849673203,"NONE":0.6807843137254902}
17365	{"ENGLISH":1.0392156862745099,"CATALAN":0.00392156862745098,"GERMAN":0.00392156862745098,"ESTONIAN":0.00784313725490196,"NONE":-0.054901960784313725}
17366	{"ITALIAN":0.9775654853620955,"NONE":0.022434514637904468}
17367	{"SPANISH":0.8019323671497585,"NONE":0.19806763285024154}
17368	{"ENGLISH":0.552901023890785,"SOMALI":0.06143344709897611,"LATIN":0.040955631399317405,"NONE":0.3447098976109215}
17369	{"TSWANA":0.016666666666666666,"ENGLISH":0.9111111111111111,"NONE":0.07222222222222222}
17370	{"DUTCH":0.8426229508196721,"AFRIKAANS":0.019672131147540985,"XHOSA":0.006557377049180328,"LATIN":0.003278688524590164,"BOKMAL":0.006557377049180328,"BASQUE":0.006557377049180328,"NONE":0.11475409836065574}
17371	{"ENGLISH":0.6960215053763441,"GANDA":0.053763440860215055,"NONE":0.2502150537634409}
17372	{"FRENCH":1.0321428571428573,"NONE":-0.03214285714285714}
17373	{"ENGLISH":0.8537525354969574,"DUTCH":0.004056795131845842,"ESTONIAN":0.004056795131845842,"ITALIAN":0.004056795131845842,"TSWANA":0.004056795131845842,"TSONGA":0.004056795131845842,"SOTHO":0.006085192697768763,"NONE":0.11987829614604463}
17374	{"ENGLISH":0.8313142857142857,"NONE":0.16868571428571427}
17375	{"NONE":1.0}
17376	{"ENGLISH":0.5880354879594424,"WELSH":0.40486692015209125,"NONE":0.007097591888466414}
17377	{"ENGLISH":0.9504120603015075,"DUTCH":0.0063115577889447235,"LATIN":0.027457286432160805,"NONE":0.015819095477386934}
17378	{"ENGLISH":0.06741573033707865,"NONE":0.9325842696629213}
17379	{"MALAYALAM":0.15873015873015872,"SINHALA":0.31746031746031744,"ICELANDIC":0.15873015873015872,"NONE":0.36507936507936506}
17380	{"ROMANIAN":0.8380634390651085,"LATIN":0.01001669449081803,"TSWANA":0.00667779632721202,"BOKMAL":0.008347245409015025,"NONE":0.13689482470784642}
17381	{"ENGLISH":0.9088983050847458,"NONE":0.09110169491525423}
17382	{"NONE":1.0}
17383	{"NONE":1.0}
17384	{"ENGLISH":0.6728624535315985,"TAGALOG":0.21189591078066913,"NONE":0.11524163568773234}
17385	{"ENGLISH":0.9040404040404041,"NONE":0.09595959595959595}
17386	{"ENGLISH":0.8022592152199762,"NONE":0.19774078478002377}
17387	{"NONE":1.0}
17388	{"PORTUGUESE":0.9575289575289575,"NONE":0.04247104247104247}
17389	{"MUSIC":0.2022792022792023,"NONE":0.7977207977207977}
17390	{"NONE":1.0}
17391	{"ENGLISH":0.04460176991150443,"SLOVAK":0.95929203539823,"NONE":-0.0038938053097345134}
17392	{"ENGLISH":0.6395437262357414,"MAORI":0.034220532319391636,"ITALIAN":0.11026615969581749,"NONE":0.21596958174904943}
17393	{"ENGLISH":1.0365762004175365,"SOMALI":0.0037578288100208767,"NONE":-0.04033402922755741}
17394	{"ENGLISH":0.8103474903474903,"NONE":0.18965250965250965}
17395	{"PORTUGUESE":0.9905862068965517,"ITALIAN":0.0028620689655172414,"NONE":0.006551724137931035}
17396	{"SPANISH":0.166270783847981,"PORTUGUESE":0.019002375296912115,"NONE":0.8147268408551069}
17397	{"ENGLISH":0.8071428571428572,"GERMAN":0.06190476190476191,"NONE":0.13095238095238096}
17398	{"ENGLISH":0.9864530225782957,"SHONA":0.0010196649672250546,"ITALIAN":0.003117261471230881,"SWAHILI":0.001369264384559359,"AFRIKAANS":8.448652585579024E-4,"DANISH":0.0017771303714493808,"FRENCH":0.001281864530225783,"FINNISH":0.0014566642388929353,"NONE":0.0026802621995630008}
17399	{"NONE":1.0}
17400	{"NONE":1.0}
17401	{"NONE":1.0}
17402	{"ENGLISH":0.7003676470588235,"FRENCH":0.06433823529411764,"NONE":0.23529411764705882}
17403	{"ENGLISH":0.39611650485436894,"NONE":0.6038834951456311}
17404	{"ENGLISH":0.9851529411764706,"TSONGA":0.001176470588235294,"NONE":0.013670588235294118}
17405	{"ENGLISH":0.9860689655172413,"SOMALI":0.08979310344827586,"NONE":-0.07586206896551724}
17406	{"ENGLISH":0.8162376237623762,"NONE":0.18376237623762376}
17407	{"ENGLISH":0.7567567567567568,"ESTONIAN":0.0045045045045045045,"SOTHO":0.009009009009009009,"YORUBA":0.006756756756756757,"TAGALOG":0.05405405405405406,"NONE":0.16891891891891891}
17408	{"MUSIC":0.029369369369369368,"TELUGU":0.45045045045045046,"ENGLISH":0.09009009009009009,"UNKNOWN":0.024504504504504504,"NONE":0.4055855855855856}
17409	{"ENGLISH":0.2216557734204793,"FRENCH":0.008714596949891068,"SWEDISH":0.002178649237472767,"SLOVENE":0.7450980392156863,"NONE":0.02235294117647059}
17410	{"ENGLISH":0.8710222222222223,"TSWANA":0.0022222222222222222,"GERMAN":0.0022222222222222222,"SWEDISH":0.030222222222222223,"NONE":0.09431111111111111}
17411	{"ENGLISH":0.7605042016806722,"NONE":0.23949579831932774}
17412	{"ENGLISH":0.9738378378378378,"LATIN":0.022486486486486486,"NONE":0.0036756756756756758}
17413	{"ENGLISH":0.9086092715231788,"NONE":0.0913907284768212}
17414	{"DANISH":0.8260869565217391,"BOKMAL":0.07065217391304347,"SWEDISH":0.005434782608695652,"NONE":0.09782608695652174}
17415	{"NONE":1.0}
17416	{"ENGLISH":0.9697257769652651,"NONE":0.03027422303473492}
17417	{"NONE":1.0}
17418	{"ENGLISH":0.13953488372093023,"ITALIAN":0.009302325581395349,"MAORI":0.009302325581395349,"GERMAN":0.004651162790697674,"NONE":0.8372093023255814}
17419	{"MUSIC":0.03418803418803419,"NONE":0.9658119658119658}
17420	{"PORTUGUESE":0.0726950354609929,"ENGLISH":0.5982978723404255,"AFRIKAANS":0.014184397163120567,"SOMALI":0.0070921985815602835,"XHOSA":0.12056737588652482,"NONE":0.18716312056737588}
17421	{"NONE":1.0}
17422	{"ENGLISH":1.0236235294117646,"YORUBA":0.0032941176470588237,"NONE":-0.02691764705882353}
17423	{"ENGLISH":1.003831417624521,"NONE":-0.0038314176245210726}
17424	{"ENGLISH":0.14285714285714285,"NONE":0.8571428571428571}
17425	{"FRENCH":0.038877005347593585,"FINNISH":0.0066844919786096255,"SOTHO":0.013368983957219251,"LATIN":0.08021390374331551,"GEORGIAN":0.1472192513368984,"SINHALA":0.08021390374331551,"NONE":0.6334224598930481}
17426	{"ENGLISH":0.8714285714285714,"NONE":0.12857142857142856}
17427	{"JAPANESE":1.0121457489878543,"NONE":-0.012145748987854251}
17428	{"POLISH":0.04107936507936508,"ENGLISH":0.45015873015873015,"MALAY":0.0064761904761904765,"SOTHO":0.014666666666666666,"LATIN":0.006349206349206349,"ITALIAN":0.006349206349206349,"XHOSA":0.07936507936507936,"BOKMAL":0.006349206349206349,"AFRIKAANS":0.006349206349206349,"NONE":0.38285714285714284}
17429	{"ENGLISH":0.022857142857142857,"SPANISH":0.9093087557603686,"ITALIAN":0.041474654377880185,"NONE":0.026359447004608294}
17430	{"NONE":1.0}
17431	{"ENGLISH":0.7377622377622378,"SWAHILI":0.0034965034965034965,"SPANISH":0.01048951048951049,"SOMALI":0.0017482517482517483,"TSONGA":0.0017482517482517483,"TAGALOG":0.006993006993006993,"WELSH":0.0017482517482517483,"NONE":0.23601398601398602}
17432	{"ENGLISH":0.9655813953488372,"TSWANA":0.012790697674418604,"NONE":0.021627906976744184}
17433	{"NONE":1.0}
17434	{"ESPERANTO":0.003683241252302026,"MUSIC":0.026593001841620625,"ENGLISH":0.0037569060773480663,"NONE":0.9659668508287292}
17435	{"ENGLISH":0.6931818181818182,"NONE":0.3068181818181818}
17436	{"ENGLISH":0.656957928802589,"GERMAN":0.022653721682847898,"NONE":0.32038834951456313}
17437	{"ENGLISH":0.4971764705882353,"MAORI":0.01568627450980392,"PORTUGUESE":0.007764705882352941,"NONE":0.47937254901960785}
17438	{"ENGLISH":0.5801253918495298,"LATIN":0.05542319749216301,"SPANISH":0.004764890282131662,"PORTUGUESE":0.005015673981191223,"NONE":0.3546708463949843}
17439	{"ITALIAN":0.8987341772151899,"NONE":0.10126582278481013}
17440	{"ENGLISH":0.9965397923875432,"NONE":0.0034602076124567475}
17441	{"ENGLISH":0.9911,"GERMAN":0.0094,"SWEDISH":0.0124,"SOTHO":0.019,"TAGALOG":0.007,"TSWANA":0.0095,"NONE":-0.0484}
17442	{"FRENCH":0.6774193548387096,"ESPERANTO":0.008797653958944282,"LATIN":0.004398826979472141,"TAGALOG":0.002932551319648094,"SOTHO":0.005865102639296188,"ROMANIAN":0.002932551319648094,"AFRIKAANS":0.002932551319648094,"HUNGARIAN":0.002932551319648094,"MAORI":0.03225806451612903,"CATALAN":0.005865102639296188,"INDONESIAN":0.002932551319648094,"PORTUGUESE":0.002932551319648094,"GERMAN":0.002932551319648094,"ITALIAN":0.002932551319648094,"NONE":0.24193548387096775}
17443	{"ENGLISH":0.9084444444444445,"NONE":0.09155555555555556}
17444	{"GERMAN":0.08695652173913043,"ENGLISH":0.9510869565217391,"SHONA":0.005434782608695652,"CATALAN":0.005434782608695652,"FRENCH":0.005434782608695652,"NONE":-0.05434782608695652}
17445	{"ENGLISH":0.37517146776406035,"MAORI":0.02244170096021948,"NONE":0.6023868312757201}
17446	{"GERMAN":0.9252401746724891,"NONE":0.07475982532751092}
17447	{"NONE":1.0}
17448	{"ENGLISH":0.6776712328767124,"GERMAN":0.00684931506849315,"SWEDISH":0.010136986301369864,"NONE":0.30534246575342466}
17449	{"NONE":1.0}
17450	{"PORTUGUESE":0.9139058171745152,"CATALAN":0.00554016620498615,"SOTHO":0.00554016620498615,"SPANISH":0.002770083102493075,"NONE":0.07224376731301939}
17451	{"ENGLISH":0.7671957671957672,"LATIN":0.013227513227513227,"BOKMAL":0.07671957671957672,"NONE":0.14285714285714285}
